,Node_ID,Coordinates,Longitude,Latitude,page_rank,influence_factor_page_rank
0,90725729,"(25.5948666, 45.6600797)",25.5948666,45.6600797,0.00032762571318205796,0.00032762571318205796
1,90725732,"(25.5931274, 45.6632299)",25.5931274,45.6632299,0.00014906567125209987,0.00014906567125209987
2,90728988,"(25.5969224, 45.660579)",25.5969224,45.660579,0.00030988708893376536,3.098870889337654e-05
3,90728990,"(25.6005342, 45.6603834)",25.6005342,45.6603834,0.0002991371422808917,2.991371422808917e-05
4,90731809,"(25.6136132, 45.6599282)",25.6136132,45.6599282,0.00032825376979511966,0.00016412688489755983
5,90732150,"(25.6131403, 45.660199)",25.6131403,45.660199,0.00036952276880539327,0.00018476138440269663
6,90734732,"(25.6210101, 45.6586766)",25.6210101,45.6586766,0.00019551538764687177,1.9551538764687177e-05
7,90737293,"(25.6333695, 45.6651096)",25.6333695,45.6651096,0.0003068670498040638,0.0003068670498040638
8,96202219,"(25.5827847, 45.685296)",25.5827847,45.685296,0.00029845009886066457,0.00029845009886066457
9,96202984,"(25.5827443, 45.6969786)",25.5827443,45.6969786,0.0003956558076991997,3.9565580769919974e-05
10,110798374,"(25.581737, 45.7481217)",25.581737,45.7481217,0.0002671844307298366,0.0002671844307298366
11,110803280,"(25.57952, 45.7147367)",25.57952,45.7147367,0.0003877005593631207,3.877005593631207e-05
12,110803288,"(25.5800356, 45.7109975)",25.5800356,45.7109975,0.0003600674292263257,3.600674292263257e-05
13,110803291,"(25.5805013, 45.7083532)",25.5805013,45.7083532,0.00034423886230360257,3.4423886230360255e-05
14,110803298,"(25.5803606, 45.7050316)",25.5803606,45.7050316,0.00034577610134823054,3.4577610134823054e-05
15,110803308,"(25.5807242, 45.7009423)",25.5807242,45.7009423,0.0003671252886871632,3.671252886871632e-05
16,122915891,"(25.6532072, 45.6065811)",25.6532072,45.6065811,0.00028494296717420823,2.8494296717420825e-05
17,122915900,"(25.6540536, 45.6069164)",25.6540536,45.6069164,0.00028494296717420823,2.8494296717420825e-05
18,128986827,"(25.6555713, 45.6150063)",25.6555713,45.6150063,0.0001539990231326648,0.0001539990231326648
19,128989968,"(25.6508997, 45.6183511)",25.6508997,45.6183511,0.00030670580426533597,0.00030670580426533597
20,128989975,"(25.6442568, 45.6246358)",25.6442568,45.6246358,0.0002947347340881136,0.0002947347340881136
21,128994017,"(25.6342492, 45.6345153)",25.6342492,45.6345153,0.0002569849661579892,2.5698496615798923e-05
22,129004646,"(25.6215018, 45.6503887)",25.6215018,45.6503887,0.0003545398510977497,3.545398510977497e-05
23,129022688,"(25.603777, 45.6534347)",25.603777,45.6534347,0.00025453944336316,2.5453944336316e-05
24,130169353,"(25.6345643, 45.6342147)",25.6345643,45.6342147,0.00023748048610895464,0.00023748048610895464
25,130169358,"(25.6338799, 45.6342857)",25.6338799,45.6342857,0.000233779588379262,0.000233779588379262
26,130169360,"(25.6341002, 45.6340466)",25.6341002,45.6340466,0.00027294908395077773,2.7294908395077773e-05
27,130169502,"(25.6181458, 45.6508789)",25.6181458,45.6508789,0.00029599344536803584,2.9599344536803586e-05
28,130169519,"(25.6183871, 45.6515337)",25.6183871,45.6515337,0.00034974809829980784,3.4974809829980785e-05
29,130169545,"(25.6215842, 45.6511207)",25.6215842,45.6511207,0.00024223664295022933,2.4223664295022936e-05
30,130169724,"(25.6145451, 45.6495342)",25.6145451,45.6495342,0.00037739671219857914,3.773967121985792e-05
31,130169725,"(25.6139522, 45.650747)",25.6139522,45.650747,0.000372217979390067,3.72217979390067e-05
32,130169726,"(25.6142545, 45.6509331)",25.6142545,45.6509331,0.0004300973696260115,4.3009736962601155e-05
33,130169732,"(25.6144845, 45.6514749)",25.6144845,45.6514749,0.0004367202691635874,4.367202691635874e-05
34,251052757,"(25.6149418, 45.6425161)",25.6149418,45.6425161,0.0004218960410499846,4.218960410499846e-05
35,251133318,"(25.5995182, 45.6297782)",25.5995182,45.6297782,0.0005075337042770604,5.075337042770604e-05
36,251136561,"(25.6012682, 45.6302644)",25.6012682,45.6302644,0.00026601537979667,2.6601537979667e-05
37,251136583,"(25.6018858, 45.6308665)",25.6018858,45.6308665,0.0004524273956274192,0.0002262136978137096
38,251137186,"(25.6010373, 45.6302183)",25.6010373,45.6302183,0.00019880426693556303,1.9880426693556305e-05
39,251137194,"(25.6012859, 45.6298986)",25.6012859,45.6298986,0.00041052138042761764,4.1052138042761764e-05
40,251137195,"(25.6015261, 45.6300051)",25.6015261,45.6300051,0.0003204374204185837,3.204374204185837e-05
41,251137573,"(25.6083068, 45.6361455)",25.6083068,45.6361455,0.0003283368532590434,3.2833685325904345e-05
42,251137576,"(25.6101374, 45.6386543)",25.6101374,45.6386543,0.0004101934889144577,0.00020509674445722884
43,251137847,"(25.6052297, 45.6328168)",25.6052297,45.6328168,0.0002985453162003397,2.9854531620033974e-05
44,251137891,"(25.6059155, 45.6337096)",25.6059155,45.6337096,0.00031483743531284154,3.148374353128415e-05
45,251168011,"(25.6178882, 45.642468)",25.6178882,45.642468,0.00032493435867692424,0.00016246717933846212
46,251168116,"(25.6171348, 45.6423224)",25.6171348,45.6423224,0.0002872577922062486,0.0001436288961031243
47,251168117,"(25.6152061, 45.6419373)",25.6152061,45.6419373,0.00041858671452432174,4.185867145243218e-05
48,251168234,"(25.6108996, 45.6394627)",25.6108996,45.6394627,0.00032849227295776755,3.2849227295776754e-05
49,251170767,"(25.6194692, 45.6467474)",25.6194692,45.6467474,0.0003173674212294868,3.173674212294868e-05
50,251170883,"(25.6188088, 45.6458376)",25.6188088,45.6458376,0.00035570857593081697,3.55708575930817e-05
51,251170953,"(25.6167188, 45.6422504)",25.6167188,45.6422504,0.00035227761846441154,3.522776184644116e-05
52,251170961,"(25.6178803, 45.6430169)",25.6178803,45.6430169,0.00023868676826055895,0.00011934338413027948
53,251171348,"(25.6226336, 45.6488573)",25.6226336,45.6488573,0.00023252580891405493,2.3252580891405493e-05
54,251171455,"(25.621739, 45.6497137)",25.621739,45.6497137,0.00029043008331202264,2.9043008331202264e-05
55,251174828,"(25.6149837, 45.6536917)",25.6149837,45.6536917,0.00024583062739902894,0.00024583062739902894
56,251174829,"(25.614051, 45.6540358)",25.614051,45.6540358,0.000681038658847288,6.810386588472881e-05
57,251175338,"(25.6155484, 45.6546881)",25.6155484,45.6546881,0.0002136575408334401,0.0002136575408334401
58,251176393,"(25.6127952, 45.6541322)",25.6127952,45.6541322,0.00033592983967701753,3.359298396770176e-05
59,251187277,"(25.608744, 45.6391147)",25.608744,45.6391147,0.000299989371160475,2.99989371160475e-05
60,251187284,"(25.6087892, 45.6377017)",25.6087892,45.6377017,0.0003676524706258623,3.676524706258623e-05
61,251187292,"(25.6089887, 45.6369211)",25.6089887,45.6369211,0.0004280078008121267,4.280078008121267e-05
62,251373472,"(25.608316, 45.6403446)",25.608316,45.6403446,0.00022605216136758197,2.2605216136758198e-05
63,251373473,"(25.6074446, 45.6413097)",25.6074446,45.6413097,0.0003609290754946993,3.6092907549469935e-05
64,251377844,"(25.6059022, 45.6420732)",25.6059022,45.6420732,0.0003602647621135459,3.602647621135459e-05
65,251383112,"(25.5894952, 45.645629)",25.5894952,45.645629,0.00045204304398889755,0.00045204304398889755
66,251383114,"(25.5896004, 45.6454753)",25.5896004,45.6454753,0.0004308056083257905,4.3080560832579054e-05
67,251383116,"(25.5899522, 45.6454961)",25.5899522,45.6454961,0.000392122811496437,3.9212281149643703e-05
68,251384116,"(25.5900106, 45.6455643)",25.5900106,45.6455643,0.00037964307389404717,0.00037964307389404717
69,251384730,"(25.5970401, 45.6436383)",25.5970401,45.6436383,0.0006522305234408891,0.00032611526172044456
70,251384825,"(25.5960679, 45.6442396)",25.5960679,45.6442396,0.00023099864170846054,2.3099864170846055e-05
71,251385261,"(25.6045714, 45.6483371)",25.6045714,45.6483371,0.0004010860024378494,4.010860024378494e-05
72,251385577,"(25.6087071, 45.6507902)",25.6087071,45.6507902,0.00026403985220739546,2.6403985220739546e-05
73,251404563,"(25.6049874, 45.6311707)",25.6049874,45.6311707,0.0002199253049969257,2.199253049969257e-05
74,251470276,"(25.6084771, 45.6527713)",25.6084771,45.6527713,0.00020700965520631165,0.00020700965520631165
75,251470280,"(25.6100132, 45.6541184)",25.6100132,45.6541184,0.0003786955017466648,3.7869550174666485e-05
76,251470596,"(25.6079328, 45.6509255)",25.6079328,45.6509255,0.0002549347968087617,2.5493479680876174e-05
77,251471038,"(25.6189668, 45.6404644)",25.6189668,45.6404644,0.0003491992508105455,3.4919925081054554e-05
78,251471077,"(25.6213768, 45.6366382)",25.6213768,45.6366382,0.00041219077014897047,4.121907701489705e-05
79,251471080,"(25.6237331, 45.635089)",25.6237331,45.635089,0.0003843693836389889,3.8436938363898895e-05
80,251471085,"(25.6269604, 45.6334374)",25.6269604,45.6334374,0.0002586681774190651,0.00012933408870953255
81,251471163,"(25.6329897, 45.6337092)",25.6329897,45.6337092,0.00041834719430730935,4.183471943073094e-05
82,251471253,"(25.6362788, 45.6359176)",25.6362788,45.6359176,0.0003536128883955589,0.00017680644419777944
83,251471335,"(25.6361128, 45.640648)",25.6361128,45.640648,0.0003269190731362099,3.2691907313620986e-05
84,251471449,"(25.6088637, 45.655162)",25.6088637,45.655162,0.0006265426207662165,6.265426207662166e-05
85,251471450,"(25.6070274, 45.6541877)",25.6070274,45.6541877,0.0005122274345742441,5.122274345742441e-05
86,251471458,"(25.6077513, 45.6530408)",25.6077513,45.6530408,0.00031261047233043784,3.126104723304379e-05
87,251496760,"(25.617418, 45.6423735)",25.617418,45.6423735,0.0002601005195950531,0.00013005025979752655
88,251496761,"(25.6179944, 45.6422509)",25.6179944,45.6422509,0.00032364758348487986,0.00016182379174243993
89,251497848,"(25.6160144, 45.6511265)",25.6160144,45.6511265,0.0002120305748540181,0.0002120305748540181
90,251629144,"(25.6216527, 45.6518918)",25.6216527,45.6518918,0.0003357411721050614,3.357411721050614e-05
91,251629145,"(25.6217662, 45.6529409)",25.6217662,45.6529409,0.00042715239507149476,4.271523950714948e-05
92,251629665,"(25.6451735, 45.6491602)",25.6451735,45.6491602,0.0003168588608368202,3.1685886083682026e-05
93,251631084,"(25.6490844, 45.6527984)",25.6490844,45.6527984,0.00016621398955108394,1.6621398955108396e-05
94,251688713,"(25.6063227, 45.6319544)",25.6063227,45.6319544,0.00020800378374956585,2.0800378374956588e-05
95,251689509,"(25.6075266, 45.6325983)",25.6075266,45.6325983,0.0001822599874582021,1.822599874582021e-05
96,251762203,"(25.6332244, 45.6331912)",25.6332244,45.6331912,0.00029653505037243296,0.00014826752518621648
97,251765041,"(25.6201586, 45.6530089)",25.6201586,45.6530089,0.00037172891614436045,3.7172891614436046e-05
98,251765055,"(25.6225369, 45.653109)",25.6225369,45.653109,0.00042963912046302226,4.2963912046302226e-05
99,251765095,"(25.6239784, 45.6542469)",25.6239784,45.6542469,0.0003942390909381862,3.942390909381862e-05
100,251820931,"(25.6148244, 45.6514052)",25.6148244,45.6514052,0.000169906298206862,0.000169906298206862
